"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"8034",29," Private"," Some-college"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",24," <=50K"
"8035",42," Self-emp-inc"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",60," <=50K"
"8036",48," Private"," 11th"," Separated"," Other-service"," Not-in-family"," Black"," Female",35," <=50K"
"8037",53," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",40," >50K"
"8038",51," Private"," Some-college"," Widowed"," Adm-clerical"," Unmarried"," White"," Female",45," <=50K"
"8040",46," Self-emp-inc"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"8044",24," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Male",45," <=50K"
"8045",33," Private"," Assoc-voc"," Never-married"," Prof-specialty"," Unmarried"," Black"," Female",26," <=50K"
"8046",47," Self-emp-not-inc"," HS-grad"," Married-AF-spouse"," Craft-repair"," Husband"," White"," Male",90," <=50K"
"8047",64," Self-emp-not-inc"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",50," <=50K"
"8048",62," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"8050",39," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",40," <=50K"
"8051",42," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",48," <=50K"
"8052",38," Federal-gov"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",42," >50K"
"8053",55," Private"," 7th-8th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," <=50K"
"8055",42," Private"," Assoc-acdm"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",24," <=50K"
"8059",50," Federal-gov"," 11th"," Never-married"," Sales"," Not-in-family"," Black"," Female",40," <=50K"
"8060",27," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"8062",33," Private"," 9th"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",35," <=50K"
"8063",48," Self-emp-not-inc"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"8064",23," Private"," 7th-8th"," Never-married"," Other-service"," Own-child"," White"," Male",35," <=50K"
"8066",26," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," <=50K"
"8067",61," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",63," <=50K"
"8068",50," Private"," Bachelors"," Divorced"," Sales"," Unmarried"," Black"," Male",40," <=50K"
"8071",19," Private"," HS-grad"," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",24," <=50K"
"8072",18," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",15," <=50K"
"8074",54," Private"," Assoc-voc"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"8075",35," State-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," >50K"
"8076",27," State-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",20," <=50K"
"8077",50," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"8078",43," State-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"8079",28," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Male",40," <=50K"
"8080",47," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"8081",21," Private"," Preschool"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",50," <=50K"
"8082",30," Private"," Prof-school"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," <=50K"
"8083",19," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",45," <=50K"
"8088",30," Private"," Assoc-voc"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"8094",29," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",40," <=50K"
"8095",17," State-gov"," 10th"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"8096",24," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",30," <=50K"
"8104",37," Local-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"8105",39," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",65," >50K"
"8107",23," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",28," <=50K"
"8108",45," Federal-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Male",42," <=50K"
"8109",30," Private"," 11th"," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"8112",21," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Female",30," <=50K"
"8113",48," Private"," 7th-8th"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",30," <=50K"
"8115",34," Private"," Assoc-voc"," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",40," <=50K"
"8116",25," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," Black"," Male",40," <=50K"
"8117",41," Self-emp-not-inc"," Bachelors"," Separated"," Craft-repair"," Not-in-family"," White"," Male",35," <=50K"
"8119",42," Private"," Bachelors"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"8120",34," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",75," >50K"
"8121",44," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",60," <=50K"
"8123",25," Private"," Some-college"," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"8124",23," Private"," 11th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," <=50K"
"8126",53," Self-emp-not-inc"," Bachelors"," Never-married"," Sales"," Unmarried"," White"," Male",60," >50K"
"8129",57," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",45," <=50K"
"8130",17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Female",20," <=50K"
"8133",30," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",55," <=50K"
"8134",31," State-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",45," <=50K"
"8137",19," Private"," HS-grad"," Never-married"," Transport-moving"," Own-child"," White"," Male",40," <=50K"
"8138",20," Self-emp-not-inc"," Assoc-voc"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"8139",52," Self-emp-not-inc"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"8140",39," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"8141",27," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," White"," Female",50," <=50K"
"8144",19," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",16," <=50K"
"8146",41," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",45," <=50K"
"8149",24," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"8150",22," Private"," 10th"," Never-married"," Transport-moving"," Not-in-family"," Amer-Indian-Eskimo"," Male",84," <=50K"
"8151",45," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"8154",42," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," <=50K"
"8155",35," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"8157",51," Local-gov"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",32," <=50K"
"8159",31," Local-gov"," HS-grad"," Never-married"," Transport-moving"," Own-child"," White"," Male",40," <=50K"
"8160",27," Local-gov"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Male",50," <=50K"
"8162",57," Private"," Assoc-acdm"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",35," <=50K"
"8163",40," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"8165",23," Private"," 7th-8th"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
"8166",42," Private"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," White"," Female",35," <=50K"
"8170",27," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"8171",31," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",45," <=50K"
"8172",29," State-gov"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"8173",22," Private"," Bachelors"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"8174",42," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",38," >50K"
"8176",28," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"8177",79," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",20," <=50K"
"8179",29," Private"," 12th"," Never-married"," Other-service"," Not-in-family"," Other"," Male",40," <=50K"
"8181",58," Private"," 12th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",24," <=50K"
"8182",20," Private"," Assoc-acdm"," Never-married"," Other-service"," Own-child"," White"," Female",18," <=50K"
"8183",44," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",65," >50K"
"8184",47," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",48," <=50K"
"8186",37," Private"," Masters"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",65," <=50K"
"8188",68," Private"," Assoc-voc"," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"8192",40," Local-gov"," Masters"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",35," <=50K"
"8193",45," Self-emp-not-inc"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",35," <=50K"
"8195",22," Private"," Some-college"," Never-married"," Tech-support"," Own-child"," White"," Male",40," <=50K"
"8196",38," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"8198",23," Private"," HS-grad"," Married-civ-spouse"," Sales"," Wife"," White"," Female",40," <=50K"
"8199",39," Federal-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Male",45," >50K"
"8200",26," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"8201",24," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",40," <=50K"
"8202",22," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",25," <=50K"
"8203",36," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",55," <=50K"
"8205",18," Private"," 11th"," Never-married"," Other-service"," Own-child"," Black"," Male",8," <=50K"
"8207",43," Self-emp-inc"," Bachelors"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",35," <=50K"
"8208",56," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," Black"," Male",40," <=50K"
"8209",42," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"8210",35," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"8211",31," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",45," <=50K"
"8212",73," Private"," 1st-4th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",20," <=50K"
"8213",32," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",42," <=50K"
"8214",37," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"8215",66," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",10," <=50K"
"8216",22," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",35," <=50K"
"8217",51," Private"," Assoc-voc"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"8218",31," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",35," <=50K"
"8219",65," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",59," <=50K"
"8220",39," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Wife"," Black"," Female",45," <=50K"
"8221",48," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",37," <=50K"
"8222",20," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"8224",48," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," >50K"
"8225",29," Federal-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",80," <=50K"
"8227",35," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"8229",48," State-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"8230",36," Private"," Assoc-voc"," Never-married"," Tech-support"," Not-in-family"," White"," Male",45," <=50K"
"8231",40," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"8233",26," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",35," <=50K"
"8234",37," State-gov"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",40," <=50K"
"8235",65," Private"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"8236",26," Self-emp-not-inc"," 10th"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",32," <=50K"
"8237",42," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"8240",27," Private"," Assoc-voc"," Never-married"," Exec-managerial"," Own-child"," White"," Male",50," <=50K"
"8241",76," Self-emp-not-inc"," Some-college"," Widowed"," Sales"," Not-in-family"," White"," Male",8," <=50K"
"8243",29," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"8245",32," Private"," 10th"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
"8246",22," Self-emp-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"8247",30," Federal-gov"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",50," <=50K"
"8248",43," Local-gov"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"8249",23," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",20," <=50K"
"8251",41," Private"," Bachelors"," Divorced"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"8253",30," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",45," >50K"
