"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"8147",23," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"22640",34," Private"," Prof-school"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"30956",33," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"26143",21," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"3719",19," Self-emp-not-inc"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",22," <=50K"
"25129",24," Private"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"16223",40," Private"," HS-grad"," Never-married"," Sales"," Own-child"," Black"," Male",40," <=50K"
"24173",77," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",10," <=50K"
"8418",36," Private"," HS-grad"," Widowed"," Handlers-cleaners"," Unmarried"," White"," Female",30," <=50K"
"32219",37," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"11942",58," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," <=50K"
"3474",18," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",20," <=50K"
"30799",36," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Female",37," <=50K"
"15920",28," Private"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",35," <=50K"
"20346",19," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",30," <=50K"
"30009",36," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"1606",67," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",35," <=50K"
"7635",62," State-gov"," Masters"," Separated"," Prof-specialty"," Unmarried"," White"," Female",24," <=50K"
"28986",49," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"4812",26," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"24342",47," Private"," HS-grad"," Separated"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"31976",25," Private"," Some-college"," Never-married"," Prof-specialty"," Own-child"," White"," Male",40," <=50K"
"27174",19," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Female",25," <=50K"
"19238",29," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Female",40," <=50K"
"5281",39," State-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"26209",36," Self-emp-not-inc"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",35," <=50K"
"6432",34," Federal-gov"," Some-college"," Never-married"," Craft-repair"," Other-relative"," White"," Male",40," <=50K"
"13389",26," Local-gov"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"20823",50," Self-emp-inc"," Some-college"," Separated"," Exec-managerial"," Unmarried"," White"," Female",75," <=50K"
"5346",30," Private"," Assoc-voc"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",53," <=50K"
"5071",20," Private"," Some-college"," Never-married"," Prof-specialty"," Own-child"," White"," Male",15," <=50K"
"31023",53," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"13060",24," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"10192",38," Local-gov"," Assoc-acdm"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"13337",47," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",86," <=50K"
"27263",66," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",7," <=50K"
"1900",23," Private"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Male",50," <=50K"
"27657",42," Self-emp-not-inc"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"6069",33," Private"," Bachelors"," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"16525",51," Private"," HS-grad"," Divorced"," Other-service"," Other-relative"," Black"," Female",30," <=50K"
"31770",20," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",25," <=50K"
"22345",26," State-gov"," Some-college"," Never-married"," Protective-serv"," Own-child"," White"," Male",40," <=50K"
"18575",24," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Male",15," <=50K"
"2941",25," Private"," HS-grad"," Never-married"," Sales"," Unmarried"," Black"," Female",35," <=50K"
"17152",48," Private"," 11th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",60," <=50K"
"28728",30," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"22127",37," Private"," HS-grad"," Separated"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"26069",55," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"12053",70," State-gov"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"27522",47," Private"," Bachelors"," Separated"," Prof-specialty"," Unmarried"," White"," Female",50," <=50K"
"5439",37," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"4398",54," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",50," <=50K"
"24935",18," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",35," <=50K"
"7224",52," Private"," HS-grad"," Widowed"," Sales"," Unmarried"," White"," Female",40," <=50K"
"30324",21," State-gov"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",43," <=50K"
"30753",40," Private"," Assoc-acdm"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",44," <=50K"
"32265",32," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",30," <=50K"
"10154",27," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"24649",31," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",50," <=50K"
"19986",29," Private"," 12th"," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"26229",21," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",30," <=50K"
"31318",23," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," <=50K"
"10252",22," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," Black"," Female",35," <=50K"
"29765",17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",20," <=50K"
"13835",23," Private"," 5th-6th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"20139",25," Private"," 9th"," Never-married"," Transport-moving"," Other-relative"," White"," Male",40," <=50K"
"18238",23," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",35," <=50K"
"2835",29," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",40," <=50K"
"6091",34," Private"," 9th"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"6470",53," State-gov"," Some-college"," Divorced"," Adm-clerical"," Other-relative"," White"," Female",40," <=50K"
"18568",32," Private"," Bachelors"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"16416",50," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"25791",37," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"4129",23," Private"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",40," <=50K"
"1301",29," Federal-gov"," Some-college"," Never-married"," Armed-Forces"," Not-in-family"," Black"," Male",60," <=50K"
"27316",27," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",50," <=50K"
"23587",45," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"31861",21," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",40," <=50K"
"10655",34," Local-gov"," Bachelors"," Never-married"," Other-service"," Not-in-family"," White"," Male",14," <=50K"
"18166",18," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"1869",46," Private"," 9th"," Divorced"," Other-service"," Not-in-family"," White"," Male",25," <=50K"
"11623",68," Private"," 10th"," Widowed"," Other-service"," Unmarried"," Black"," Female",20," <=50K"
"19643",25," Private"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",60," <=50K"
"3287",29," Private"," 5th-6th"," Never-married"," Other-service"," Not-in-family"," White"," Male",25," <=50K"
"23315",26," Private"," Masters"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",48," <=50K"
"14165",20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",35," <=50K"
"23255",25," Private"," HS-grad"," Divorced"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"23330",44," Private"," 12th"," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",36," <=50K"
"1871",40," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"26501",53," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," <=50K"
"31047",50," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",80," <=50K"
"16994",64," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",30," <=50K"
"30517",37," Private"," 12th"," Divorced"," Craft-repair"," Own-child"," White"," Male",35," <=50K"
"25202",39," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"27996",62," Private"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Female",43," <=50K"
"32197",41," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"3778",80," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",60," <=50K"
"10688",33," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"3854",20," Private"," 12th"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"24927",62," State-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"10675",37," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"25999",43," Local-gov"," Some-college"," Separated"," Craft-repair"," Not-in-family"," Black"," Male",40," <=50K"
"24351",43," Private"," Assoc-acdm"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"13228",69," Private"," 10th"," Separated"," Machine-op-inspct"," Not-in-family"," White"," Female",28," <=50K"
"14577",25," Local-gov"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",20," <=50K"
"25978",31," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",30," <=50K"
"1619",32," Private"," 11th"," Never-married"," Craft-repair"," Other-relative"," White"," Male",40," <=50K"
"15760",42," Private"," Assoc-voc"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"8988",43," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"7110",34," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Female",40," <=50K"
"14692",29," Private"," 7th-8th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",40," <=50K"
"20621",48," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",15," <=50K"
"13916",22," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",55," <=50K"
"8528",23," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"32557",27," Private"," Assoc-acdm"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",38," <=50K"
"15995",50," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"2922",23," Private"," 7th-8th"," Never-married"," Craft-repair"," Other-relative"," White"," Male",36," <=50K"
"2817",36," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"9647",62," Self-emp-not-inc"," 7th-8th"," Widowed"," Other-service"," Not-in-family"," White"," Female",66," <=50K"
"23050",65," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"6092",55," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"24883",39," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",56," <=50K"
"31953",57," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"547",58," Private"," 10th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",8," <=50K"
"29800",42," Federal-gov"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"24749",23," Private"," Some-college"," Separated"," Sales"," Unmarried"," White"," Female",40," <=50K"
"19784",55," Private"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",55," <=50K"
"17041",46," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"27493",41," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",45," <=50K"
"8579",41," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"10948",72," Local-gov"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"19957",27," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",37," <=50K"
"24720",33," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",41," <=50K"
"15411",31," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"28293",54," Private"," Masters"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"2592",33," Private"," Some-college"," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"12750",64," Local-gov"," HS-grad"," Divorced"," Transport-moving"," Unmarried"," White"," Male",20," <=50K"
"27163",19," Private"," Some-college"," Never-married"," Other-service"," Other-relative"," White"," Female",40," <=50K"
"30233",34," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
